设计实习生, 任职要求 1.会使用Photoshop、Illustrator、等基础设计软件； 2.投简历需附带个人作品（作品类型不限，能展示设计能力即可）； 3.手绘能力突出者优先； 4.美术或艺术设计相关专业优先。 工作职责 1.负责活动海报设计，banner设计和一些日常运营图片设计； 2.协助公众号发文漫画绘制； 3.上级交代的其他事务； ,小雨伞,互联网 游戏 软件 ,"民营企业
",150-500人 , 弹性工作 零食福利 年度旅游 员工培养 节日礼物 ,广东/深圳 ,https://www.shixiseng.com/intern/inn_txmipdftjuwp?pcm=pc_SearchList
shopee运营, 岗位职责: 1、熟悉shopee平台以及店铺的管理与维护； 2、负责上传产品，制定营销计划，将产品发布到shopee各站点；推动完善商品详细描述、优化售后服务策略等以确保良好的用户体验； 3、处理订单，并跟踪订单进展状况，确保订单的按时完成； 4、负责处理客户问题，包括售前咨询、售后维护以及妥善处理各种争议； 5、完善店铺各自政策与制度，保持店铺的好评率和良好的信用度。 任职资格: 1、本科及以上学历，有半年shopee平台相关工作经验； 2、了解shopee平台政策和规定，有钻研精神； 3、具备较强的责任心，抗压能力和执行力； 4、欢迎优秀的应届毕业生。 ,浩方集团,互联网 游戏 软件 ,"500-2000人
",深圳 , 丰富团建活动 学习空间 公司内部培训 员工健身房 ,,https://www.shixiseng.com/intern/inn_pcpo31v5ip5c?pcm=pc_SearchList
内容运营实习生, 1. 负责字节游戏自媒体平台内容创作，品牌包装等工作；  2. 了解抖音、朋友圈、微博、B站等主流社交/视频平台的平台特点和用户习惯，生产易于在各平台上裂变的相关优质内容； 3. 协助进行合作平台KOL运营，以及内部KOL打造工作； 4. 协助字节游戏相关品牌活动的策划，沟通，执行等工作。 职位要求 1. 全日制本科/硕士在读学生，一周实习 4-5 天； 2. 拥有优秀的文字功能， 对社会热点，时尚潮流，流行文化有较高的敏感度； 3. 喜欢玩游戏，对游戏相关的短视频、长视频及直播有强烈兴趣；  4. 开朗善沟通，思想活泼开放，执行力强，抗压能力强； 5. 可以稳定持续实习6个月以上的优先。 ,字节跳动,互联网 游戏 软件 ,"民营企业
",2000人以上 , 亿级日活平台 今日头条 抖音 年轻、扁平、透明 免费三餐健身房 租房补贴 ,北京 ,https://www.shixiseng.com/intern/inn_cjp6jeqwotnh?pcm=pc_SearchList
爱奇艺泡泡线上实习生（动漫）, 【岗位职责】 l 我们需要什么样的你？ -只要你是在校大学生，有充足的在线时间，能及时对任务做出响应 -只要你爱动漫，爱吐槽，爱玩梗 -只要你有一定的文字基础，是各大社区软件（如B站、半次元、微博、知乎等）的活跃用户，甚至是各大社区软件重度内容生产者 即可加入我们爱奇艺在线实习生团队！ 【工作内容】 1.在爱奇艺泡泡圈子生产优质内容，并引导互动，且及时在线、保持稳定 2.参与文案策划与内容选题 【任职要求】划重点： 1.在校大学生，能保证整块、充足的在线时间，能及时对工作消息作出回应（不满足勿投！本实习不予转正） 2.热爱少年动漫，对JUMP系作品有基本了解，资深海贼迷优先考虑 3.时效性强，能在作品更新起1小时内，快速生产内容并引起用户互动 4. 抓热点能力强，擅于发现槽点且文风幽默逗比，玩梗高手加分 【你将获得】 l 福利是什么？ 除了常规实习生福利外，你还能获得 1.在线实习满四个月即可获得爱奇艺的在线实习证明 2.飞速进步的文案能力和内容运营经验 3.二次元偶像见面会、爱奇艺活动、漫展、游戏展等线下福利 4.会员卡、动漫手办周边等福利 ,爱奇艺,互联网 游戏 软件 ,"外资企业
",2000人以上 , 视频行业领先地位 全娱乐优势持续提升 科技创意 多元文化 IP生态 AI赋能 悦享品质 12天年假 年轻活力 ,北京 ,https://www.shixiseng.com/intern/inn_6o0avrhqajnd?pcm=pc_SearchList
运营支持（实习生）, 工作职责： 1、负责公司销售合同及其他营销文件资料的管理、归类、整理、建档和保管工作 2、负责协助上级领导处理企业会议或者活动的准备工作，撰写会议纪要 2、负责对公司相关的行业信息进行收集、整理和分析 3、协助团队处理客户需求 任职资格：1、工作认真负责，工作积极主动 2、对新媒体、品牌宣传有一定的兴趣和了解 3、具备良好的文字功底，能按照领导要求撰写相关文件 4、具备良好的语言表达能力，能与他人进行良好有效的沟通 ,WeLab（为赢了）,互联网 游戏 软件 ,"民营企业
",500-2000人 , B+轮 团队牛 薪资高 假期长 培训多 环境好 福利全 空间大 ,广东 ,https://www.shixiseng.com/intern/inn_fepd09ljcbi5?pcm=pc_SearchList
技术支持工程师J10936, 工作职责 1.产品售后工作，负责进行产品实施、排错及相关测试； 2.产品测试工作，负责进行产品新功能测试以及BUG提交； 3.负责相关测试、售后的文档撰写以及客户需求等； 4.负责客户的日常维护、问题处理及远程调试； 5.负责涉密集成类项目终端安全检查、协助用户文件备份、终端安全加固； 6.负责涉密集成项目中终端安全类产品的安装、测试，配合产品工程师调试。 任职资格 1.计算机相关专业，大学本科及以上学历； 2.高效搭建各类系统环境和平台，熟练使用Linux系统，了解python等脚本语言； 3.对新技术敏感，求知欲强，能快速学习并具备较强的技术领悟能力； 4.具备严谨的工作态度、高质量意识、团队合作能力，具备良好的沟通能力与书面表达能力，能够接受出差，具备极强的抗压能力； 5.具有强烈的纪律意识和责任感。 6.精通网络及协议，具备网络故障的基础排错能力，具有防火墙等安全产品支持经验者优先； 7.熟悉主流虚拟化技术Vmvare/KVM，具备虚拟化应用和相关知识者优先； 8.了解管理，部署，维护openstack等开源虚拟化管理平台为加分项。 工作地点： 北京、上海、广州、西安、成都、武汉。 ,天融信科技集团,互联网 游戏 软件 ,"民营企业
",2000人以上 , 团建&amp;amp;amp;出国游 发展前景 ,北京 ,https://www.shixiseng.com/intern/inn_sig6lhnyf26a?pcm=pc_SearchList
智能硬件AI产品经理（NLP）," 【岗位职责】 1、负责公司问答系统、对话机器人、NLP等业务相关产品工作, 理解人机交互运营业务，并且能够找出关键的业务节点并进行数据产品化； 2、负责需求分析、产品规划和设计、资源协调和项目管理推进，撰写高质量产品需求文档和产品原型，把控产品质量，持续优化及改进产品； 3、 负责跟进业务反馈及数据分析总结，基于数据，挖掘用户需求并支撑业务的发展,发现问题，并改进和创新，制定实施计划； 4、关注机器人行业动态、人工智能相关竞品，负责对竞品分析，把握行业动态，深入理解人工智能及搜索、推荐等相关技术，定期对产品发展规划提出想法。 【任职要求】 1、 研究生及以上学历，计算机相关专业，有人机对话产品相关工作经验者优先； 2、 热爱互联网，熟悉人机对话或机器人等人机交互产品；有问答类、搜索类产品工作经验者优先； 3、 优秀的逻辑思维和学习能力，对数据敏感，有相关数据处理和分析经验者优先； 4、 刻苦专研，高度的责任感和自驱主动意识，工作踏实上进，良好的沟通能力与团队协作能力。 ",平安科技,互联网 游戏 软件 ,"民营企业
",2000人以上 , ,深圳 ,https://www.shixiseng.com/intern/inn_nr9by8buhdad?pcm=pc_SearchList
IT技术支持监控," 英语客服 1、英语四、六级流利水平相当，能进行口语交流；英语精通熟练。 2、熟悉欧美文化，英语口语书面表达要好 3.欧美企业经验 4.可以接受倒班 上四天休四天（2天白班（8:00pm-8:00am中间休息两小时）+2天晚班（8:00am-8:00pm,中间休息2小时）+连续休息4天、）稳定性强，愿意长期从事监控管理工作。 而且一个月只上了半个月的班。 工作内容包括： ² 联系海外技术支持，及时与Support取得联系，用简洁明朗专业的语言将问题阐述清楚，解决相关问题。 ² 利用网络、Windows、AIX系统等，对小型机、网络进行监控和查看，监控服务器并及时发现报错。 ² 按流程处理报错内容，在Support的指导下进入系统进行查看和处理，追踪直至问题的解决。每天定时查看系统备份，并报告。 主要是英语相关的职位，还能学到IT相关的知识。 前期还有专业培训，有对应的手册进行监控。 详细项目情况等之后项目组跟您沟通的时候，会具体介绍的，请保持电话畅通。 邮件下方签名有我的联系方式，如有问题随时联系我。 薪资： 薪资福利？ 带薪培训；？ 办理五险一金，带薪年假、婚假、丧假，节假日福利；？ 与我司签订正式劳动合同；？ 职业生涯发展方向：技术顾问/人事管理/项目经理。 不会英语的请不要投递！ 每年一次调薪. 如果法定节假日排班是3倍加班费。后半夜太晚了就不需要工作了，只是人在位置上就可以， 其实夜班的时间也不是很长，有2个小时的休息时间。 工作地点： 南山区蛇口科技大厦水湾地铁站  ",阿尔泰克,互联网 游戏 软件 ,"外资企业
",, 年轻人 学到知识 发展好 同事关系好 活力强 高工资 多元化发展 外企氛围 学习机会大 老板nice ,,https://www.shixiseng.com/intern/inn_guliciipmoms?pcm=pc_SearchList
后端开发实习生, 岗位职责： 1、参与后台产品开发与技术实现 2、跟我们一起实践行业最前沿的技术和最佳方法论。 任职资格： 1、本科及以上学历，计算机软件相关专业；   2、热爱编程，计算机网络、数据结构、算法等基础知识扎实，熟悉 TCP/IP 协议相关知识；     3、用过掌握一种后端语言，能具备快速学习一门语言和框架的能力；   4、学习能力强、自我驱动力强，勇于创新和挑战困难；   5、有 C/C++/Java 开发和网络编程经验优先，了解或掌握 Java 语言优先。 ,云巴,互联网 游戏 软件 ,"民营企业
",15-50人 , 可健身可娱乐 注重培养 能学到东西 弹性工作十点上班 加班极少 老板是技术大牛 团队气氛超赞 团建活动 年度体检 茶歇 ,,https://www.shixiseng.com/intern/inn_itog4lnka6m4?pcm=pc_SearchList
网络推广SEO/ASO," 网络推广SEO/ASO 职位职责：工作内容 1、负责创成汇平台搜索引擎的优化与推广工作； 2、配合媒介部门检查网站稿件，新闻链接关键词提取，网页关键词分析，提高网站在各大搜索引擎的排名； 3、分析收集竞争对手关键词信息，进行影响竞争策略； 4、协助品牌总监或品牌经理进行网站结构、网站流程的优化，并协助市场部，品牌媒介专员相关活动页面的发布集上传； 5、配合媒介专员、文案人员进行品牌公关通稿推广；并进行论坛、搜索问答等平台的编辑、管理工作； 6、月度与季度的推广优化总结与评估，根据整体推广策略调整阶段性关键词；并进行网络负面信息监测，上报进行处理； 7、根据全年提供相应的数据，分析比对，关键词优化的的合理性，并进行相应的组合调整，以适应不同的阶段目标任务。 职位要求 1、大专及以上学历； 2、表达能力强,具有较强沟通能力及交际技巧,有亲和力,无经验者带薪培训； 3、善于沟通，有强烈的赚钱欲望，自律能力强； 4、品行端正，无不良嗜好； 5、强烈的团队意识、客户服务意识； 6、掌握电脑等、办公自动化、工具、使用技能。 薪酬及福利： 1、根据工作年限和工作能力的不同，会在底薪4000元/月的基础上有提成、绩效等，综合薪资：6000-25000元/月；公司每年将会有3-4次的调薪机会，根据员工表现不同涨薪幅度不同； 2、公司为试用期员工提供全方位的培训，储干试用流程帮助员工迅速了解平台及公司企业文化，试用结束双向选择定岗。 3、正式员工入职即购买社保； 4、享有日常休假、法定假日、带薪年假； 5、员工享有项目奖金、节日礼品、开工利是等； 6、公司提供活动经费，组织部门活动及聚餐；不定期组织户外活动；每年组织旅游等。 7、免费提供宿舍，公司设有健身房。 ",众博企业服务,互联网 游戏 软件 ,"民营企业
",50-150人 , 创业服务 企业服务 互联网平台 双创服务 ,广东/深圳 ,https://www.shixiseng.com/intern/inn_mvm6w9mrwaq1?pcm=pc_SearchList
php开发实习生, 1、参与网站或业务系统的功能模块开发&semi 2、负责现有OA系统功能的维护，参与性能调优等的设计与实现&semi 3.  对互联网行业有浓厚兴趣，欢迎广大优秀毕业生、实习生； 4.  想获得一份有长远发展、稳定、有晋升空间的工作 福利待遇：&semi 1、5天7小时制，为实习生提供转正机会&semi 2、每周下午茶，每月团建，每年至少一次国内外旅游&semi 3、按公司效益，实习生同享发放季度奖金&semi 4.  无论你是毕业生还是实习生，公司提供平等的转正机会，只要你是个勤恳好学，对工作有热情的人，加入我们一起发展吧。 ,深林软件,互联网 游戏 软件 ,"150-500人
",广东/深圳 , 领导是逗比 年终奖丰厚 高薪水 团队出游 关注员工发展 从不加班 ,,https://www.shixiseng.com/intern/inn_axxaqpk7vu9i?pcm=pc_SearchList
管理咨询助理, 1、通过顾问式销售，挖掘客户潜在需求，呈现大管加产品和服务的价值； 2、独立开发客户，对客户进行需求引导与沟通，提供管理解决方案，从而推动销售项目的实施； 3、善于收集客户信息以及竞争对手的市场动态，协助团队制定市场拓展策略。 任职资格: 1、全日制本科及以上学历； 2、有良好的职业道德，具有主动的客户服务与市场开拓意识； 3、具有良好的团队合作精神，勤奋、踏实，善于学习与思考； 4、在此岗位寻求长期职业发展的优先。 ,大管加,互联网 游戏 软件 ,"民营企业
",50-150人 , 上班位置方便 团队氛围棒 牛逼团队 一起成长 空间无限大 创造性 能学到很多 快乐的大家庭 “实习”创业 年轻 ,深圳 ,https://www.shixiseng.com/intern/inn_dsfruqfar7is?pcm=pc_SearchList
开发实习生（深圳）," 工作内容：     负责负责在NC标准产品上的二次开发项目:总账，固定资产，应收应付,报销管理等做过相关功能的开发及审批流程的开发     1、了解客户化需求，在此基础上进行开发方案设计；     2、开发工作量的确认、开发进度的安排以及开发过程的管理；     3、客户化开发；     4、应用集成开发；     5、开发文档撰写； 任职资格：     1、本科以上学历，计算机相关专业；      2、熟悉Socket，webservices,MQ等通讯技术；      3、熟练掌握NC57定制开发优先；      4、具有良好的技术/业务的学习能力，能够通过学习解决技术问题；      5、有良好的沟通能力和团队协作能力。 备注：仅招聘2021届毕业生 实习工资按C13院校、重点院校、普通院校及学历划分不同等级 ",用友金融,互联网 游戏 软件 ,"股份制企业
",500-2000人 , ,,https://www.shixiseng.com/intern/inn_nuf2gyjjqntk?pcm=pc_SearchList
2020届-游戏策划, 岗位职责 参与游戏项目的整体策划工作与开发流程； 包括：剧情策划、关卡策划、战斗策划、系统策划、数值策划。 任职条件 1、2020届毕业生，本科及以上学历； 2、游戏经验比较丰富，喜欢研究不同类型的游戏，对某一两款游戏有深入见解； 3、对游戏养成、交互玩法有一定研究，对游戏数值有自己的理解思考； 4、逻辑思维能力强，工作认真仔细，沟通表达逻辑能力佳 5、关卡、战斗、数值策划理工科专业优先； 6、剧情策划文学功底，有创作作品者优先。 ,龙图游戏,互联网 游戏 软件 ,"民营企业
",500-2000人 , 专业员工培训 完备薪酬体系 办公环境舒适 工作氛围欢快 颜值高 晋升成长体系 ,北京 ,https://www.shixiseng.com/intern/inn_in9mwvhsfqxu?pcm=pc_SearchList
游戏测试工程师, 工作内容： 负责设计并执行测试用例，提交版本的测试报告，保证项目的版本质量 负责与策划和开发人员就测试内容的具体细节、测试要求、开发进度和其它问题进行沟通和确认； 负责缺陷跟踪和管理； 负责其他专项测试的部分内容。 岗位要求： 大专以上学历，计算机相关专业； 具备良好的沟通协调和团队协作能力； 良好的学习能力和技术钻研能力； 我们需要怎样的你： 热爱游戏方面：深入体验过两款主流游戏。 条理组织方面：能有逻辑性的表达自己的观点。 抗压能力方面：能在压力下有效率的工作，接受加班者。 细心细致方面：善于发现游戏中的细节问题和设计疏漏。 ,yidatec,互联网 游戏 软件 ,"民营企业
",2000人以上 , 免费健身 成长快 实习机会好 环境融洽 多条班车 ,深圳 ,https://www.shixiseng.com/intern/inn_mrw7l4upvptd?pcm=pc_SearchList
Android开发实习生, 工作职责： 1、负责Android系统平台上的用户案例开发； 2、Android App 的维护与开发； 3、根据产品需求完成demo的设计、编码、测试工作； 4、能按照项目计划，按时提交高质量的代码，完成开发任务。 任职资格： 1、计算机或相关专业本科及以上学历，有一定的 Android 客户端实际的项目开发经验； 2、熟悉 Android 开发环境，熟悉 Android 应用开发框架； 3、对Socket通信、TCP/IP、http、https有一定理解和经验； 4、能熟练阅读英文文档； 5、有从设计、编码到发布的完整经验者优先； 6、具有团队合作精神。有极强的责任心，擅于思考、肯钻研，有独立解决问题的能力。 ,云巴,互联网 游戏 软件 ,"民营企业
",15-50人 , 可健身可娱乐 注重培养 能学到东西 弹性工作十点上班 加班极少 老板是技术大牛 团队气氛超赞 团建活动 年度体检 茶歇 ,,https://www.shixiseng.com/intern/inn_kaxopys6elcp?pcm=pc_SearchList
人力-招聘方向实习生, 作职责： 1、根据招聘项目经理对所在行业，公司以及职位的分析，参与制定目标候选人的寻访方案； 2、进行相关侯选人资料的收集、分类、整理，对简历做初步筛选； 3、通过各种渠道快速寻访候选人，进行初步面试和评估； 4、提供候选人评价和推荐报告，向项目经理推荐； 5、沟通协调候选人与公司之间的面试安排，跟进进展并及时反馈； 6、候选人背景调查，薪酬谈判，offer跟进，与客户和候选人保持良好关系，了解市场动态，寻找和挖掘业务信息，进行业务拓展。 岗位要求： 1、本科以上学历，专业不限，男女不限，工作经验不限 2、较强的责任感，善于分析客户及中高端人才的心理，对主要岗位的工作职责和任职有全面深刻理解； 3、较强的表达能力，判断能力； 4、工作效率高，执行力强，沟通协调力强； 5、能承受工作压力，善于学习。 ,猎聘网,互联网 游戏 软件 ,"外资企业
",2000人以上 , 相对自由 均能转正内部编制 团队nice 五险一金 周末双休 ,深圳 ,https://www.shixiseng.com/intern/inn_jzapm95nnkq9?pcm=pc_SearchList
劳务实习生-产品运营方向-腾讯PCG战略部门创新业务, 岗位职责： 1、协助产品经理优化用户体验，维护用户活跃和粘性 2、包括但不限于：群运营、流程设计、数据分析、相关活动策划等 岗位要求： 1、本科或研究生在校学生； 2、一周保证至少3天到岗时间； 3、良好的分析总结和沟通表达能力，学习能力强； 4、以正式员工的标准高要求自己，主动积极，追求卓越。 职位福利： 1、实习薪酬：本科100/天，研究生120/天，实际到账工资需按国家规定自动扣税 2、一份鹅场实习证明 3、资深leader手把手培养+结识优质鹅厂人脉 4、免费班车等福利 ,腾讯,互联网 游戏 软件 ,"民营企业
",2000人以上 , 平台好机会多 腾讯 ,深圳 ,https://www.shixiseng.com/intern/inn_pl8ljljn117u?pcm=pc_SearchList
社区运营实习生, 岗位描述】 1、协助社区财富管理板块的日常内容运营，及时挖掘板块热点，并驱动内容有效传播。 2、协助各类运营活动的方案策划及落地执行。 3、发掘与维护社区种子用户、KOL，拓展站外自媒体等，协助促进各类用户的新增、活跃与内容贡献。 4、跟踪各类活动与内容的数据，配合进行数据分析并优化运营方案。 5、完成团队分配的其他任务。 【任职资格】 1.在读本科生、研究生，新闻/传媒/金融相关专业优先； 2. 热爱互联网行业，熟悉至少一个社区产品及其文化； 3.具备一定文案功底与策划能力，善于捕捉话题热点与用户需求； 4.良好的沟通协作能力与团队合作精神，积极主动，抗压能力强； 5.一周至少坐班4天以上，实习时间3个月以上 【加分项】 1.有炒股/理财经验，关注金融时事 2.有社区类或者财经类产品实习经验 3.优秀的英语/粤语读写能力 ,富途网络,互联网 游戏 软件 ,"民营企业
",500-2000人 , 弹性管理 腾讯系团队 扁平管理 六险一金 ,深圳 ,https://www.shixiseng.com/intern/inn_lqmkckidsjy2?pcm=pc_SearchList
猎头顾问实习生, 招人啦！招人啦！下一个猎头顾问助理会是你吗？！  猎聘网深圳分公司向2020、2021届毕业生精英招聘啦！！！ 有意往人力资源招聘方向发展的精英们，不管你学校是211还是985 ， 或者你专业非人力资源，又或者是来自星星的你，没关系！ 我们更看重你的激情和潜力！ 想要了解 市场上最新的人才动态？ 想要知道 各个行业的最新资讯？ 想要了解 各大知名企业的人才招聘流程？ 想要与 中高端的职业经理人有更多的互动？ 想要跟想 年薪百万级别的大咖们有直接交流的机会？ 想要成为 人力资源精英中的精英？ —— 来猎聘，你就是精英！ 岗位职责： 1. 根据项目需求独立开展搜寻目标候选人及获取简历（主要渠道是打Cold Call）；推荐职位工作职责及企业背景，进行简历的初步筛选、电话沟通及初步面试筛选并整理候选人推荐报告；（权重80%） 2. 进行项目信息收集，进行行业信息研究、收集和整理，包括：行业的客户信息，分析、研究客户的需求；相关侯选人资料的收集、分类、整理；（权重10%） 3. 汇总和归类客户、职位信息、猎取总结与候选人简历等资料整理进入公司系统，建立、更新行业人才数据库。 注：工作时间为周一至周五，每天8小时上班时间； 照顾到实习生可能仍有部分课程，可适当调整上班时间，具体可面谈。 ,猎聘网,互联网 游戏 软件 ,"民营企业
",2000人以上 , 帅哥美女多 环境宽松 地铁边 80 90 执行力超强 完善晋升体制 工作开心 团队专业 工作时间灵活 同大牛交流 ,,https://www.shixiseng.com/intern/inn_pbtcpb1awap3?pcm=pc_SearchList
运营实习生, 一．任职资格： 1、乐观、踏实、吃苦耐劳，具备团队合作精神，有一定的抗压能力，具备主动学习意识者优先； 2、有一定电商/店铺/商家运营经验者优先； 3、对海淘类美妆、奢侈品、母婴、食品等产品有较多了解者优先； 4、具备爆款打造思路，并有独立负责打造店铺爆款经验者优先； 5、善于数据分析，熟悉数据收集渠道，并能从数据中找到薄弱环节，做出针对性的改善方案者优先； 6、有海淘类产品选品经验者优先。 二、工作内容 1、负责商家店铺的日常运营、管理，并对销售结果负责； 2、负责完成日常工作和阶段性运营项目； 3、负责对推广效果进行跟踪、评估，及时改进或推进运营效果； 4、负责店铺运营数据的整理与分析，制定可行的优化方案； 5、负责制定店铺推广模式和计划，提升店铺点击率、浏览量和转化率，完成店铺销售业绩。 三、福利待遇 1、可以申请宿舍（另外申请) 2、工作氛围好，来这里你将收获一群可爱的小伙伴，共同成长共同进步 3、五险一金，奖金提成 4、发展空间广阔，总部提供业务培训、员工成长规划等的支持帮助 ,比柚,互联网 游戏 软件 ,"民营企业
",50-150人 , ,广东/深圳 ,https://www.shixiseng.com/intern/inn_p7jwnn967rbf?pcm=pc_SearchList
用户运营-拉新玩法实习生, 岗位职责： 1，负责用户增长型社交玩法的活动日常数据监控及分析 2，负责用户拉新玩法的推广：对接设计师制作活动资源投放素材，必要时可支持部分素材修改 3，负责其他与用户运营相关的工作支持 任职资格： 1，国内外知名院校在读本科或研究生，大三-研三均可，可实习3个月及以上； 2，专业不限，综合素质扎实，学科成绩优秀，有意愿投身互联网领域； 3，在校期间有相关运营经验、有一定PS能力及数据分析能力、熟练使用常用办公软件者优先； 4，高度负责，细心，具备逻辑性，较好的沟通能力、团队协作意识。 ,京东,互联网 游戏 软件 ,"民营企业
",2000人以上 , 精英多多 团队实力强 锻炼自我 专业、活力、创造 AI 技术大牛坐镇 精英 nice氛围 创新 ,北京 ,https://www.shixiseng.com/intern/inn_azr4temafhna?pcm=pc_SearchList
客户端开发实习生-Data," 团队介绍： 字节跳动Data研发部门，负责公司海内外所有产品线的推荐、广告、系统架构、大数据和开放平台等核心技术。  职位描述： 1、负责产品迭代改进及移动新产品的开发；  2、参与 APP 性能、体验优化及质量监控评估体系建设； 3、参与客户端基础组件及架构设计, 推进研发效率；   4、参与 hybrid 容器搭建，插件、React Native 等动态技术调研。 职位要求： 1、2021届及之后本科/硕士/博士毕业生，计算机相关专业；  2、热爱计算机科学和互联网技术，对移动产品有浓厚兴趣； 3、扎实的数据结构和算法基础；精通至少一门编程语言，包括但不限于：Java、Objective-C、Swift、C、C++；  4、关注用户体验，能够积极把技术转化到用户体验改进上；  5、对新技术保持热情，具备良好的分析、解决问题的能力。 ",字节跳动,互联网 游戏 软件 ,"民营企业
",2000人以上 , 亿级日活平台 今日头条 抖音 年轻、扁平、透明 免费三餐健身房 租房补贴 ,北京 ,https://www.shixiseng.com/intern/inn_e9jl07zoqyyb?pcm=pc_SearchList
产品运营实习（用户运营/活动策划）, 【职位诱惑】 12年互联网大平台＆资深导师＆提供转正机会＆异地住房补贴 【希望你是】 对互联网运营感兴趣＆逻辑清晰＆文笔优秀 【职位描述】 1.导师带领在1个月时间了解项目运作，掌握日常产品运营、用户分析、数据整理等技能，完成初阶的竞品分析、用户分析等报告； 2.根据个人情况，有产品sense的同学深入学习用户需求分析、数据分析等方向；有市场策划天赋的深入学习线上与线下的活动策划，有机会参加全国站的各大城市锋友会； 3.辅助运营组的日常运营，参与产品运营的讨论与学习，偶尔随机神秘任务。 【任职要求】 1.能文或能理，文者参与活动策划、理者参与用户体系优化。每周出勤不低于4天，至少实习3个月以上； 2.必须是苹果用户，对科技/数码/互联网动态有一定了解和兴趣，跟上时代步伐常自挖掘使用各类APP和智能设备； 3.英语四级以上，具备一定英语阅读和翻译能力； 4.有一定的拍照配图审美，有基础P图能力。 【加分项】 1.拥有苹果三件套，锋友优先； 2.设计、视频剪辑等技能； 3.参与过较大平台的产品运营。 【公司介绍】 威锋成立于2007年1月10日，与美国苹果公司( Apple lnc. )向世界公布 iPhone 诞生于同一天。历经12年，威锋已成为全球中文苹果用户的首选互动社区及获取资讯的科技媒体，有近一亿的苹果用户在这里留下足迹，累积了几亿个关于苹果与泛科技的优质讨论内容。 威锋资讯涵盖 Apple 的 iPhone、Mac、iPad、Apple Watch等全系列产品，包含7*24小时的Apple资讯动态，第一手的 Apple 周边报道以及软硬件评测。进入威锋社区，你会惊讶的发现原来 iPhone可以这样玩，不仅可以找到一群好玩的科技数码达人，还可以分享自己的观点成为全球中文苹果用户的焦点。 ,威锋网,互联网 游戏 软件 ,"股份制企业
",50-150人 , 提供住宿or住房补贴 高颜值双导师悉心指导 业内大牛指导职业规划 弹性工作时间 有PS4的办公环境 发挥个性DIY工牌 欢乐团队 一起做大事 ,深圳 ,https://www.shixiseng.com/intern/inn_a5fkdfniiclv?pcm=pc_SearchList
产品经理实习生, 工作内容： 在指导下完成轻量级娱乐产品的策划和落地，以及后续的运营工作。 岗位要求： 1. 热爱互联网，学习能力强，注重细节，逻辑清晰，有强烈同理心，能设身处地地理解用户； 2. 出类拔萃的文案能力； 3. 较好的审美能力，会操作photoshop或任意图片处理软件； 4. 特别欢迎思维跳脱的沙雕界翘楚，彩虹屁小能手，星座八卦之光，但无论如何你都应当是一名富有责任心的实干家； 5. 要求能全职实习3个月及以上，可提供实习证明，表现优秀者可转正。 工作地点：深圳 985 211优先，薪资3600元/月 ,鹿森科技,互联网 游戏 软件 ,"民营企业
",少于15人 , 产品创新 自由灵活 独特 年轻活力 互联网创业 ,深圳 ,https://www.shixiseng.com/intern/inn_e8pluxhjogoi?pcm=pc_SearchList
